date,div,home,away,pH,pD,pA,pick,p_over,score_pick,p_top_score,actual,result,hit_1x2,hit_score,hit_ou,logloss,bet_side,clv,roi
2026-03-07,T1,Besiktas,Galatasaray,0.3124,0.2404,0.4472,A,0.6326,1-1,0.1054,0-1,A,1,0,0,0.8048,A,-0.0755,1.45
2026-03-07,SP1,Levante,Girona,0.2973,0.289,0.4136,A,0.4924,1-1,0.1296,1-1,D,0,1,1,1.2412,,,
2026-03-07,SP1,Ath Bilbao,Barcelona,0.1983,0.2262,0.5755,A,0.6626,1-2,0.0977,0-1,A,1,0,0,0.5525,,,
2026-03-07,SP1,Ath Madrid,Sociedad,0.5894,0.2414,0.1692,H,0.5852,1-1,0.1053,3-2,H,1,0,1,0.5287,,,
2026-03-07,SC0,Dundee,Motherwell,0.2573,0.2499,0.4928,A,0.5208,1-1,0.1253,2-1,H,0,0,1,1.3576,H,-0.0238,3.1
2026-03-07,SP1,Osasuna,Mallorca,0.5661,0.2568,0.177,H,0.5082,1-1,0.1162,2-2,D,0,0,1,1.3594,,,
2026-03-07,P1,Sp Braga,Sp Lisbon,0.2559,0.2352,0.5089,A,0.4528,1-1,0.1222,2-2,D,0,0,0,1.4474,A,0.0714,-1.0
2026-03-08,B1,Club Brugge,Anderlecht,0.6425,0.2109,0.1466,H,0.6488,2-1,0.0971,2-2,D,0,0,1,1.5561,H,0.1429,-1.0
2026-03-08,G1,Olympiakos,PAOK,0.5023,0.2737,0.224,H,0.3273,1-0,0.1538,0-0,D,0,0,1,1.2959,,,
2026-03-08,D1,Union Berlin,Werder Bremen,0.4323,0.2955,0.2721,H,0.4785,1-1,0.1337,1-4,A,0,0,0,1.3015,,,
2026-03-08,N1,NAC Breda,Feyenoord,0.1764,0.2137,0.61,A,0.6219,1-1,0.1003,3-3,D,0,0,1,1.5434,A,0.0,-1.0
2026-03-08,T1,Konyaspor,Kasimpasa,0.437,0.3068,0.2562,H,0.4018,1-1,0.134,1-1,D,0,1,1,1.1816,,,
2026-03-08,T1,Fenerbahce,Samsunspor,0.7898,0.1359,0.0743,H,0.6939,2-0,0.1146,3-2,H,1,0,1,0.2359,H,0.0,0.45
2026-03-08,SP1,Sevilla,Vallecano,0.3724,0.3043,0.3233,H,0.5203,1-1,0.1278,1-1,D,0,1,0,1.1897,,,
2026-03-08,SP1,Valencia,Alaves,0.446,0.2952,0.2588,H,0.4499,1-1,0.1304,3-2,H,1,0,0,0.8075,,,
2026-03-08,D1,St Pauli,Ein Frankfurt,0.278,0.268,0.454,A,0.5661,1-1,0.1175,0-0,D,0,0,0,1.3169,A,-0.0714,-1.0
2026-03-08,N1,Go Ahead Eagles,Twente,0.2118,0.2565,0.5317,A,0.5527,1-1,0.1096,1-4,A,1,0,1,0.6318,,,
2026-03-08,B1,Gent,Mechelen,0.4587,0.2834,0.2579,H,0.4758,1-1,0.1215,3-1,H,1,0,0,0.7793,,,
2026-03-08,G1,Asteras Tripolis,Panserraikos,0.5028,0.2844,0.2128,H,0.3384,1-0,0.1277,0-1,A,0,0,1,1.5476,A,0.3,5.5
2026-03-08,N1,For Sittard,Telstar,0.4765,0.2803,0.2432,H,0.5449,1-1,0.1134,1-4,A,0,0,1,1.4138,,,
2026-03-08,N1,Sparta Rotterdam,Zwolle,0.5072,0.2743,0.2185,H,0.5485,1-1,0.1109,1-1,D,0,1,0,1.2934,D,0.0,3.2
2026-03-08,G1,Volos NFC,OFI Crete,0.421,0.3018,0.2772,H,0.4255,1-1,0.1352,1-1,D,0,1,1,1.1979,,,
2026-03-08,G1,Levadeiakos,Panathinaikos,0.246,0.2526,0.5013,A,0.4603,1-1,0.1253,1-4,A,1,0,0,0.6905,A,-0.0652,1.15
2026-03-08,B1,Waregem,Standard,0.4638,0.272,0.2642,H,0.5254,1-1,0.1212,0-1,A,0,0,0,1.3311,,,
2026-03-08,B1,St Truiden,Cercle Brugge,0.6164,0.2242,0.1594,H,0.624,2-0,0.1023,2-1,H,1,0,1,0.4839,H,0.1078,0.85
2026-03-08,P1,Estrela,Gil Vicente,0.2594,0.2657,0.4748,A,0.5516,1-1,0.1238,2-2,D,0,0,1,1.3252,H,0.1585,-1.0
2026-03-08,I1,Milan,Inter,0.2085,0.2649,0.5266,A,0.5933,1-1,0.1115,1-0,H,0,0,0,1.5677,A,-0.0816,-1.0
2026-03-08,I1,Genoa,Roma,0.2271,0.2395,0.5334,A,0.4481,1-1,0.1254,2-1,H,0,0,0,1.4823,A,-0.045,-1.0
2026-03-08,E1,QPR,Middlesbrough,0.3384,0.2664,0.3952,A,0.5166,1-1,0.1323,0-4,A,1,0,1,0.9283,H,-0.1071,-1.0
2026-03-08,I1,Fiorentina,Parma,0.5175,0.2817,0.2008,H,0.4261,1-0,0.1395,0-0,D,0,0,1,1.267,,,
2026-03-08,I1,Bologna,Verona,0.7055,0.1938,0.1007,H,0.4814,1-0,0.1258,1-2,A,0,0,0,2.2956,H,-0.0312,-1.0
2026-03-08,I1,Lecce,Cremonese,0.4656,0.2801,0.2543,H,0.399,1-1,0.1359,2-1,H,1,0,0,0.7644,,,
2026-03-08,F1,Lyon,Paris FC,0.645,0.2098,0.1452,H,0.5685,2-0,0.1141,1-1,D,0,0,0,1.5614,H,-0.1211,-1.0
2026-03-08,F1,Nice,Rennes,0.3786,0.297,0.3244,H,0.4898,1-1,0.1294,0-4,A,0,0,0,1.1259,H,0.0667,-1.0
2026-03-08,F1,Lille,Lorient,0.5413,0.2658,0.193,H,0.4716,1-1,0.122,1-1,D,0,1,1,1.3251,A,0.0,-1.0
2026-03-08,F1,Brest,Le Havre,0.5489,0.2548,0.1962,H,0.433,1-0,0.1396,2-0,H,1,0,1,0.5998,H,0.0053,0.91
2026-03-08,F1,Lens,Metz,0.8228,0.1172,0.06,H,0.7337,2-0,0.1201,3-0,H,1,0,1,0.195,,,
2026-03-08,P1,Benfica,Porto,0.5272,0.2582,0.2146,H,0.5176,1-1,0.1224,2-2,D,0,0,1,1.3539,H,0.0995,-1.0
2026-03-08,P1,Santa Clara,Guimaraes,0.3386,0.2896,0.3718,A,0.4634,1-1,0.1344,2-0,H,0,0,1,1.0829,A,-0.0903,-1.0
2026-03-08,SP1,Villarreal,Elche,0.676,0.2153,0.1086,H,0.4913,2-0,0.1147,2-1,H,1,0,0,0.3915,H,0.0345,0.5
2026-03-08,T1,Gaziantep,Karagumruk,0.4632,0.2917,0.2452,H,0.4641,1-1,0.1226,1-1,D,0,1,1,1.2321,D,0.0286,2.6
2026-03-08,SP1,Getafe,Betis,0.2579,0.2858,0.4563,A,0.4309,1-1,0.1265,2-0,H,0,0,1,1.3553,A,-0.0968,-1.0
2026-03-08,T1,Rizespor,Antalyaspor,0.5217,0.2774,0.2009,H,0.4494,1-1,0.1244,1-0,H,1,0,1,0.6506,D,-0.025,-1.0
2026-03-08,N1,Nijmegen,Volendam,0.7331,0.153,0.1139,H,0.5281,2-0,0.1332,3-0,H,1,0,1,0.3105,H,0.0543,0.36
2026-03-09,G1,Panetolikos,Kifisia,0.3784,0.3028,0.3188,H,0.4035,1-1,0.1386,2-1,H,1,0,0,0.9719,A,0.284,-1.0
2026-03-09,SP1,Espanol,Oviedo,0.4756,0.2842,0.2402,H,0.4057,1-1,0.1267,1-1,D,0,1,1,1.2581,,,
2026-03-09,I1,Lazio,Sassuolo,0.5232,0.2722,0.2046,H,0.4347,1-1,0.1188,2-1,H,1,0,0,0.6479,H,-0.0227,1.15
2026-03-09,P1,Tondela,Rio Ave,0.4456,0.2706,0.2837,H,0.471,1-1,0.131,0-1,A,0,0,1,1.2597,A,0.0833,2.9
2026-03-09,T1,Eyupspor,Kocaelispor,0.3492,0.3056,0.3453,H,0.4239,1-1,0.1346,0-1,A,0,0,1,1.0634,H,-0.0278,-1.0
2026-03-09,T1,Alanyaspor,Genclerbirligi,0.5106,0.279,0.2104,H,0.5131,1-1,0.1162,0-0,D,0,0,0,1.2767,,,
2026-03-09,T1,Kayserispor,Trabzonspor,0.1868,0.2111,0.6021,A,0.7477,1-1,0.1005,1-3,A,1,0,1,0.5073,A,-0.0249,0.96
2026-03-10,E1,Stoke,Ipswich,0.2736,0.2635,0.4628,A,0.5052,1-1,0.1308,3-3,D,0,0,1,1.3335,H,-0.1,-1.0
2026-03-10,E1,Leicester,Bristol City,0.4016,0.2843,0.3141,H,0.4633,1-1,0.1297,2-0,H,1,0,1,0.9123,,,
2026-03-10,E1,Millwall,Derby,0.4932,0.2802,0.2265,H,0.5007,1-1,0.1236,1-0,H,1,0,0,0.7068,H,0.0733,1.05
2026-03-10,E1,Portsmouth,Swansea,0.4414,0.2773,0.2812,H,0.5045,1-1,0.1335,1-2,A,0,0,1,1.2685,,,
2026-03-10,E1,Sheffield Weds,Watford,0.2303,0.2385,0.5312,A,0.5788,1-1,0.1221,1-1,D,0,1,0,1.4333,H,-0.125,-1.0
2026-03-10,E1,Wrexham,Hull,0.554,0.2541,0.1919,H,0.511,1-1,0.1168,1-2,A,0,0,1,1.6509,H,0.0,-1.0
2026-03-11,E1,Norwich,Sheffield United,0.4854,0.2745,0.2401,H,0.4239,1-1,0.1209,2-1,H,1,0,0,0.7227,H,0.0776,1.5
2026-03-11,E1,Coventry,Preston,0.6855,0.1847,0.1298,H,0.518,2-0,0.147,3-0,H,1,0,1,0.3776,H,-0.0274,0.42
2026-03-11,E1,Birmingham,QPR,0.4833,0.2742,0.2426,H,0.4044,1-1,0.1317,1-0,H,1,0,1,0.7272,A,-0.1,-1.0
2026-03-11,E1,Oxford,Blackburn,0.387,0.2838,0.3291,H,0.4599,1-1,0.1353,1-0,H,1,0,1,0.9492,H,-0.0185,1.65
2026-03-11,E1,Middlesbrough,Charlton,0.66,0.2016,0.1384,H,0.5495,2-0,0.1256,0-1,A,0,0,0,1.9773,,,
2026-03-11,E1,West Brom,Southampton,0.2752,0.2629,0.4619,A,0.4526,1-1,0.1327,1-1,D,0,1,1,1.3359,A,0.093,-1.0
2026-03-13,F1,Marseille,Auxerre,0.7441,0.1659,0.09,H,0.5784,2-0,0.1434,1-0,H,1,0,0,0.2956,H,-0.0139,0.42
2026-03-13,N1,Zwolle,Groningen,0.4336,0.2889,0.2775,H,0.4949,1-1,0.1241,1-1,D,0,1,1,1.2416,H,0.0266,-1.0
2026-03-13,D1,M'gladbach,St Pauli,0.4124,0.292,0.2956,H,0.4246,1-1,0.1298,2-0,H,1,0,1,0.8857,A,0.0,-1.0
2026-03-13,E1,Wrexham,Swansea,0.5275,0.2583,0.2142,H,0.487,1-1,0.1158,2-0,H,1,0,1,0.6396,H,0.0,1.2
2026-03-13,T1,Antalyaspor,Gaziantep,0.4041,0.3056,0.2903,H,0.4278,1-1,0.1363,1-4,A,0,0,0,1.2369,H,0.1591,-1.0
2026-03-13,T1,Karagumruk,Fenerbahce,0.1578,0.192,0.6502,A,0.6851,1-2,0.0982,2-0,H,0,0,0,1.8465,,,
2026-03-13,B1,Gent,Waregem,0.5639,0.2582,0.1779,H,0.5776,1-1,0.1057,2-0,H,1,0,0,0.5729,H,0.0,1.25
2026-03-13,I1,Torino,Parma,0.3758,0.3128,0.3113,H,0.4016,1-1,0.1385,4-1,H,1,0,0,0.9786,A,0.0556,-1.0
2026-03-13,SP1,Alaves,Villarreal,0.2891,0.254,0.457,A,0.5593,1-1,0.123,1-1,D,0,1,0,1.3705,,,
2026-03-14,T1,Kocaelispor,Konyaspor,0.4895,0.285,0.2255,H,0.4162,1-1,0.1324,1-2,A,0,0,0,1.4896,H,-0.0222,-1.0
2026-03-14,T1,Galatasaray,Buyuksehyr,0.6903,0.1942,0.1156,H,0.6816,2-1,0.099,3-0,H,1,0,1,0.3707,H,0.146,0.57
2026-03-14,T1,Goztep,Alanyaspor,0.4806,0.2878,0.2315,H,0.5871,1-1,0.1283,2-2,D,0,0,1,1.2454,,,
2026-03-14,N1,Ajax,Sparta Rotterdam,0.6122,0.225,0.1628,H,0.6921,2-1,0.097,4-0,H,1,0,1,0.4907,H,-0.0471,0.62
2026-03-14,N1,Heerenveen,Telstar,0.5028,0.2743,0.2229,H,0.5755,1-1,0.109,3-0,H,1,0,1,0.6875,D,-0.0667,-1.0
2026-03-14,N1,Volendam,For Sittard,0.3627,0.2726,0.3647,A,0.5424,1-1,0.1219,1-2,A,1,0,1,1.0086,,,
2026-03-14,P1,Gil Vicente,Alverca,0.5856,0.2407,0.1737,H,0.4346,1-0,0.1182,2-2,D,0,0,0,1.4243,,,
2026-03-14,P1,Arouca,Benfica,0.1182,0.1713,0.7105,A,0.574,0-2,0.1194,1-2,A,1,0,1,0.3418,,,
2026-03-14,T1,Trabzonspor,Rizespor,0.625,0.2212,0.1539,H,0.5924,2-1,0.0977,1-0,H,1,0,0,0.4701,H,-0.0568,0.66
2026-03-14,D1,Hamburg,FC Koln,0.5122,0.2608,0.2271,H,0.5445,1-1,0.118,1-1,D,0,1,0,1.3441,H,-0.087,-1.0
2026-03-14,I1,Napoli,Lecce,0.7821,0.1455,0.0724,H,0.5515,2-0,0.1385,2-1,H,1,0,1,0.2458,H,-0.0828,0.33
2026-03-14,I1,Inter,Atalanta,0.6828,0.1828,0.1345,H,0.6649,2-0,0.1059,1-1,D,0,0,0,1.6995,H,0.0333,-1.0
2026-03-14,SP1,Oviedo,Valencia,0.3361,0.2802,0.3837,A,0.5124,1-1,0.1349,1-0,H,0,0,0,1.0904,,,
2026-03-14,SP1,Real Madrid,Elche,0.8636,0.0884,0.048,H,0.6862,2-0,0.1215,4-1,H,1,0,1,0.1467,H,0.0231,0.33
2026-03-14,E1,Leicester,QPR,0.466,0.2774,0.2566,H,0.4235,1-1,0.1324,1-3,A,0,0,0,1.3602,,,
2026-03-14,E1,Birmingham,Sheffield United,0.4695,0.2791,0.2514,H,0.4388,1-1,0.1326,1-1,D,0,1,1,1.2762,,,
2026-03-14,E1,Oxford,Charlton,0.3872,0.2866,0.3262,H,0.4023,1-1,0.1387,1-1,D,0,1,1,1.2496,A,-0.0441,-1.0
2026-03-14,E1,Middlesbrough,Bristol City,0.5927,0.2323,0.175,H,0.5612,2-0,0.1128,1-1,D,0,0,0,1.4599,A,0.0,-1.0
2026-03-14,E1,Coventry,Southampton,0.4886,0.272,0.2393,H,0.5395,1-1,0.1257,1-2,A,0,0,1,1.4299,D,0.0556,-1.0
2026-03-14,E0,Burnley,Bournemouth,0.2231,0.2536,0.5233,A,0.5771,1-1,0.1119,0-0,D,0,0,0,1.3721,,,
2026-03-14,SP1,Girona,Ath Bilbao,0.3732,0.2971,0.3298,H,0.4831,1-1,0.1278,3-0,H,1,0,0,0.9858,,,
2026-03-14,E0,Sunderland,Brighton,0.2995,0.2713,0.4292,A,0.4461,1-1,0.1355,0-1,A,1,0,1,0.8458,,,
2026-03-14,E0,Chelsea,Newcastle,0.5233,0.2538,0.223,H,0.5852,1-1,0.1113,0-1,A,0,0,0,1.5008,,,
2026-03-14,E0,West Ham,Man City,0.1782,0.2441,0.5776,A,0.6725,1-1,0.1015,1-1,D,0,1,0,1.4101,,,
2026-03-14,SC0,Kilmarnock,Hearts,0.1482,0.1905,0.6613,A,0.7031,0-2,0.1152,1-0,H,0,0,0,1.9095,A,-0.0119,-1.0
2026-03-14,E1,Sheffield Weds,Ipswich,0.1844,0.2271,0.5885,A,0.4758,1-1,0.127,0-2,A,1,0,1,0.5302,H,-0.0833,-1.0
2026-03-14,E1,Stoke,Watford,0.368,0.2895,0.3425,H,0.4413,1-1,0.1379,3-1,H,1,0,0,0.9996,,,
2026-03-14,E1,West Brom,Hull,0.3746,0.2827,0.3427,H,0.4878,1-1,0.1369,3-0,H,1,0,0,0.9818,A,-0.0972,-1.0
2026-03-14,F1,Lorient,Lens,0.2231,0.2375,0.5394,A,0.5277,1-1,0.1178,2-1,H,0,0,1,1.5002,,,
2026-03-14,F1,Angers,Nice,0.3806,0.296,0.3234,H,0.4342,1-1,0.136,0-2,A,0,0,1,1.129,H,-0.1077,-1.0
2026-03-14,F1,Monaco,Brest,0.486,0.2857,0.2282,H,0.4583,1-1,0.131,2-0,H,1,0,1,0.7215,D,0.0244,-1.0
2026-03-14,E0,Arsenal,Everton,0.7368,0.1657,0.0975,H,0.5899,2-1,0.099,2-0,H,1,0,0,0.3055,H,0.0147,0.38
2026-03-14,SC0,Hibernian,Livingston,0.7996,0.1256,0.0748,H,0.6038,2-0,0.1179,0-0,D,0,0,0,2.0747,H,0.0146,-1.0
2026-03-14,SP1,Ath Madrid,Getafe,0.6964,0.201,0.1025,H,0.5107,2-0,0.1333,1-0,H,1,0,0,0.3618,H,-0.0599,0.57
2026-03-14,D1,Leverkusen,Bayern Munich,0.1813,0.2125,0.6061,A,0.6418,1-2,0.0859,1-1,D,0,0,0,1.5486,,,
2026-03-14,I1,Udinese,Juventus,0.1785,0.2037,0.6179,A,0.611,1-1,0.1027,0-1,A,1,0,0,0.4815,,,
2026-03-14,G1,OFI Crete,Olympiakos,0.1047,0.1765,0.7188,A,0.5565,0-2,0.1436,0-3,A,1,0,1,0.3302,,,
2026-03-14,G1,Panserraikos,Aris,0.2323,0.245,0.5226,A,0.3805,1-1,0.1186,0-0,D,0,0,1,1.4065,H,0.2105,-1.0
2026-03-14,G1,Larisa,Asteras Tripolis,0.5048,0.2729,0.2223,H,0.3535,1-0,0.1444,1-1,D,0,0,1,1.2987,H,0.2366,-1.0
2026-03-14,SC0,Celtic,Motherwell,0.6396,0.2094,0.151,H,0.7202,2-1,0.0975,3-1,H,1,0,1,0.4469,H,-0.0241,0.62
2026-03-14,D1,Hoffenheim,Wolfsburg,0.7305,0.1544,0.115,H,0.7011,2-0,0.1174,1-1,D,0,0,0,1.8679,H,-0.0069,-1.0
2026-03-14,D1,Ein Frankfurt,Heidenheim,0.7278,0.1788,0.0934,H,0.5615,2-0,0.1258,1-0,H,1,0,0,0.3177,H,-0.0727,0.53
2026-03-14,D1,Dortmund,Augsburg,0.7169,0.1806,0.1025,H,0.7081,2-0,0.0977,2-0,H,1,1,0,0.3329,H,-0.0839,0.42
2026-03-14,E1,Millwall,Blackburn,0.6176,0.2227,0.1597,H,0.426,1-0,0.1393,1-2,A,0,0,0,1.8344,H,-0.1075,-1.0
2026-03-14,N1,PSV Eindhoven,Nijmegen,0.7656,0.1508,0.0836,H,0.7272,2-1,0.0926,2-3,A,0,0,1,2.4822,H,-0.0523,-1.0
2026-03-14,P1,Guimaraes,Famalicao,0.4186,0.2934,0.288,H,0.4511,1-1,0.132,1-2,A,0,0,0,1.2447,,,
2026-03-14,SC0,Aberdeen,Falkirk,0.2682,0.2765,0.4553,A,0.3922,1-1,0.1292,1-1,D,0,1,1,1.2854,A,0.0,-1.0
2026-03-14,B1,Westerlo,Club Brugge,0.2103,0.2162,0.5734,A,0.6892,1-1,0.103,1-2,A,1,0,1,0.5561,,,
2026-03-14,E1,Norwich,Preston,0.6041,0.2146,0.1814,H,0.5774,1-0,0.1144,2-0,H,1,0,0,0.5041,H,0.0872,0.62
2026-03-14,B1,St. Gilloise,Dender,0.807,0.1322,0.0608,H,0.707,2-0,0.1149,2-0,H,1,1,0,0.2144,,,
2026-03-14,B1,Charleroi,Oud-Heverlee Leuven,0.5409,0.2596,0.1995,H,0.5645,1-1,0.1095,0-2,A,0,0,0,1.612,H,0.0694,-1.0
2026-03-15,G1,Panathinaikos,Panetolikos,0.807,0.1248,0.0682,H,0.6301,2-0,0.1487,0-0,D,0,0,0,2.0811,,,
2026-03-15,G1,Atromitos,AEK,0.1566,0.2397,0.6037,A,0.4581,0-1,0.1471,2-2,D,0,0,0,1.4284,,,
2026-03-15,G1,PAOK,Levadeiakos,0.81,0.1231,0.0669,H,0.536,2-0,0.1493,3-0,H,1,0,1,0.2107,,,
2026-03-15,G1,Kifisia,Volos NFC,0.3957,0.3028,0.3015,H,0.4152,1-1,0.1368,2-0,H,1,0,1,0.927,A,-0.0541,-1.0
2026-03-15,SP1,Mallorca,Espanol,0.3771,0.296,0.3269,H,0.5146,1-1,0.133,2-1,H,1,0,1,0.9752,A,0.1,-1.0
2026-03-15,D1,Freiburg,Union Berlin,0.4909,0.2816,0.2275,H,0.564,1-1,0.1181,0-1,A,0,0,0,1.4806,H,0.1316,-1.0
2026-03-15,SP1,Barcelona,Sevilla,0.8034,0.1372,0.0594,H,0.7173,2-0,0.1223,5-2,H,1,0,1,0.2189,,,
2026-03-15,F1,Strasbourg,Paris FC,0.5547,0.2514,0.1939,H,0.4801,1-0,0.1248,0-0,D,0,0,1,1.3806,,,
2026-03-15,F1,Le Havre,Lyon,0.2311,0.2556,0.5133,A,0.5045,1-1,0.1251,0-0,D,0,0,0,1.3642,A,-0.0698,-1.0
2026-03-15,SP1,Betis,Celta,0.4495,0.2818,0.2687,H,0.4761,1-1,0.1278,1-1,D,0,1,1,1.2666,,,
2026-03-15,SP1,Sociedad,Osasuna,0.4695,0.2833,0.2471,H,0.5522,1-1,0.1221,3-1,H,1,0,1,0.756,,,
2026-03-15,D1,Werder Bremen,Mainz,0.3982,0.2883,0.3135,H,0.5249,1-1,0.1245,0-2,A,0,0,0,1.1601,,,
2026-03-15,D1,Stuttgart,RB Leipzig,0.4908,0.2599,0.2493,H,0.6403,1-1,0.1106,1-0,H,1,0,0,0.7116,H,-0.0612,1.3
2026-03-15,P1,Nacional,Estoril,0.3112,0.2677,0.4211,A,0.4823,1-1,0.1291,0-1,A,1,0,1,0.8649,A,-0.0526,1.7
2026-03-15,I1,Como,Roma,0.4676,0.2873,0.2451,H,0.5156,1-1,0.128,2-1,H,1,0,1,0.76,,,
2026-03-15,B1,Antwerp,Standard,0.5361,0.2731,0.1908,H,0.4619,1-1,0.1163,1-1,D,0,1,1,1.2979,H,-0.0682,-1.0
2026-03-15,B1,Mechelen,Anderlecht,0.3122,0.2735,0.4142,A,0.5719,1-1,0.1222,1-0,H,0,0,0,1.164,H,0.1786,2.3
2026-03-15,B1,Cercle Brugge,RAAL La Louviere,0.3996,0.2875,0.3129,H,0.478,1-1,0.127,1-3,A,0,0,0,1.162,A,0.0,2.75
2026-03-15,F1,Metz,Toulouse,0.2546,0.2499,0.4955,A,0.6177,1-1,0.1147,3-4,A,1,0,1,0.7022,,,
2026-03-15,E0,Liverpool,Tottenham,0.7444,0.1641,0.0915,H,0.6311,2-0,0.1161,1-1,D,0,0,0,1.8073,,,
2026-03-15,P1,Porto,Moreirense,0.8158,0.1279,0.0563,H,0.5039,2-0,0.1521,3-0,H,1,0,1,0.2036,,,
2026-03-15,P1,Rio Ave,Estrela,0.4229,0.2956,0.2815,H,0.5096,1-1,0.129,2-1,H,1,0,1,0.8606,,,
2026-03-15,T1,Samsunspor,Kayserispor,0.493,0.2965,0.2105,H,0.4463,1-0,0.132,2-1,H,1,0,0,0.7072,,,
2026-03-15,T1,Genclerbirligi,Besiktas,0.1655,0.207,0.6275,A,0.4815,1-1,0.1043,0-2,A,1,0,1,0.466,A,0.0064,0.57
2026-03-15,T1,Kasimpasa,Eyupspor,0.4772,0.2962,0.2266,H,0.5193,1-0,0.1322,1-0,H,1,1,0,0.7399,D,0.0417,-1.0
2026-03-15,F1,Rennes,Lille,0.4457,0.2926,0.2618,H,0.5205,1-1,0.1327,1-2,A,0,0,1,1.3403,,,
2026-03-15,I1,Lazio,Milan,0.2656,0.2744,0.46,A,0.5061,1-1,0.1348,1-0,H,0,0,0,1.3258,H,-0.0889,3.1
2026-03-15,I1,Sassuolo,Bologna,0.3084,0.2901,0.4015,A,0.4607,1-1,0.1313,0-1,A,1,0,1,0.9127,A,0.0,2.0
2026-03-15,B1,Genk,St Truiden,0.3923,0.2812,0.3265,H,0.6068,1-1,0.1186,1-0,H,1,0,0,0.9357,,,
2026-03-15,I1,Verona,Genoa,0.328,0.2711,0.4009,A,0.46,1-1,0.1358,0-2,A,1,0,1,0.9141,H,-0.0441,-1.0
2026-03-15,E0,Nott'm Forest,Fulham,0.409,0.296,0.295,H,0.472,1-1,0.1324,0-0,D,0,0,1,1.2174,,,
2026-03-15,SC0,St Mirren,Rangers,0.1452,0.1877,0.6671,A,0.5967,0-2,0.1026,0-1,A,1,0,0,0.4048,A,0.1056,0.57
2026-03-15,SC0,Dundee,Dundee United,0.4302,0.2965,0.2733,H,0.5142,1-1,0.1321,2-2,D,0,0,1,1.2156,,,
2026-03-15,E0,Man United,Aston Villa,0.5085,0.263,0.2284,H,0.3417,1-1,0.1359,3-1,H,1,0,0,0.6762,,,
2026-03-15,N1,Twente,Utrecht,0.6146,0.2234,0.1621,H,0.6117,1-0,0.1191,0-2,A,0,0,0,1.8198,,,
2026-03-15,N1,AZ Alkmaar,Heracles,0.7879,0.1313,0.0808,H,0.6057,2-0,0.1288,4-0,H,1,0,1,0.2384,H,0.0441,0.42
2026-03-15,I1,Pisa,Cagliari,0.3564,0.2886,0.355,H,0.4473,1-1,0.1354,3-1,H,1,0,0,1.0316,A,0.0,-1.0
2026-03-15,N1,Feyenoord,Excelsior,0.7228,0.1769,0.1003,H,0.7256,2-0,0.1069,2-1,H,1,0,1,0.3246,,,
2026-03-15,E0,Crystal Palace,Leeds,0.4228,0.2776,0.2996,H,0.4766,1-1,0.1302,0-0,D,0,0,1,1.2817,H,-0.0556,-1.0
2026-03-15,P1,AVS,Santa Clara,0.3337,0.2775,0.3888,A,0.4255,1-1,0.1349,0-1,A,1,0,1,0.9447,H,0.0,-1.0
2026-03-15,N1,Go Ahead Eagles,NAC Breda,0.5964,0.2432,0.1604,H,0.5798,1-1,0.1016,6-0,H,1,0,1,0.5169,H,0.0476,1.2
2026-03-16,SP1,Vallecano,Levante,0.6154,0.2211,0.1635,H,0.5002,1-0,0.1261,1-1,D,0,0,0,1.5091,H,-0.0811,-1.0
2026-03-16,I1,Cremonese,Fiorentina,0.2863,0.2794,0.4342,A,0.4794,1-1,0.1293,1-4,A,1,0,0,0.8342,H,-0.0714,-1.0
2026-03-16,E1,Portsmouth,Derby,0.443,0.2721,0.2849,H,0.4453,1-1,0.133,0-1,A,0,0,1,1.2557,,,
2026-03-16,E0,Brentford,Wolves,0.6583,0.2113,0.1304,H,0.5187,1-0,0.1246,2-2,D,0,0,1,1.5546,H,0.0131,-1.0
2026-03-17,T1,Fenerbahce,Gaziantep,0.7656,0.156,0.0784,H,0.6963,2-0,0.1107,4-1,H,1,0,1,0.2671,,,
2026-03-17,E1,Watford,Wrexham,0.3377,0.2721,0.3902,A,0.4839,1-1,0.1328,3-1,H,0,0,0,1.0855,A,-0.0625,-1.0
2026-03-18,T1,Alanyaspor,Kocaelispor,0.468,0.2937,0.2384,H,0.4529,1-1,0.1289,5-0,H,1,0,0,0.7594,,,
2026-03-18,T1,Buyuksehyr,Antalyaspor,0.693,0.1887,0.1183,H,0.659,2-0,0.1097,0-0,D,0,0,0,1.6677,H,0.0276,-1.0
2026-03-18,E1,Southampton,Norwich,0.4091,0.2851,0.3059,H,0.4582,1-1,0.13,1-0,H,1,0,1,0.8939,A,-0.0385,-1.0
2026-03-18,T1,Eyupspor,Trabzonspor,0.1606,0.2014,0.638,A,0.7041,1-2,0.0982,0-1,A,1,0,0,0.4494,A,0.0523,0.61
2026-03-19,T1,Kayserispor,Karagumruk,0.421,0.2923,0.2867,H,0.4926,1-1,0.1288,1-0,H,1,0,1,0.8652,A,0.1515,-1.0
2026-03-19,T1,Besiktas,Kasimpasa,0.7724,0.1316,0.0961,H,0.6028,2-0,0.1316,2-1,H,1,0,1,0.2583,H,0.0385,0.35
2026-03-19,T1,Konyaspor,Genclerbirligi,0.5416,0.2703,0.1881,H,0.5128,1-1,0.1248,1-0,H,1,0,0,0.6132,,,
2026-03-20,E1,Preston,Stoke,0.3794,0.2835,0.3372,H,0.4786,1-1,0.1368,3-1,H,1,0,0,0.9693,,,
