date,div,home,away,pH,pD,pA,pick,p_over,score_pick,p_top_score,actual,result,hit_1x2,hit_score,hit_ou,logloss,bet_side,clv,roi
2025-11-01,SC0,Falkirk,Kilmarnock,0.4321,0.2956,0.2723,H,0.4867,1-1,0.1253,3-1,H,1,0,0,0.839,D,0.0,-1.0
2025-11-01,E0,Liverpool,Aston Villa,0.5503,0.2588,0.191,H,0.2733,1-0,0.1355,2-0,H,1,0,1,0.5973,D,-0.0023,-1.0
2025-11-01,E0,Tottenham,Chelsea,0.2997,0.2559,0.4445,A,0.5375,1-1,0.1249,0-1,A,1,0,0,0.8108,A,-0.0272,1.5
2025-11-01,SC0,Livingston,Hibernian,0.2109,0.2109,0.5782,A,0.5102,1-1,0.113,2-2,D,0,0,1,1.5563,A,0.0,-1.0
2025-11-01,E0,Nott'm Forest,Man United,0.3007,0.2674,0.4319,A,0.4371,1-1,0.1282,2-2,D,0,0,0,1.319,,,
2025-11-01,SC0,Hearts,Dundee,0.8189,0.1094,0.0717,H,0.684,2-0,0.14,4-0,H,1,0,1,0.1998,,,
2025-11-02,P1,Porto,Sp Braga,0.6064,0.2262,0.1674,H,0.5227,1-1,0.1186,2-1,H,1,0,1,0.5002,,,
2025-11-02,T1,Besiktas,Fenerbahce,0.2537,0.2421,0.5042,A,0.6307,1-1,0.1181,2-3,A,1,0,1,0.6848,A,0.1667,1.45
2025-11-02,SP1,Levante,Celta,0.3478,0.2962,0.356,A,0.4689,1-1,0.1332,1-2,A,1,0,0,1.0328,,,
2025-11-02,T1,Kayserispor,Kasimpasa,0.402,0.3147,0.2833,H,0.405,1-1,0.1339,3-2,H,1,0,0,0.9112,D,-0.0278,-1.0
2025-11-02,T1,Konyaspor,Samsunspor,0.3464,0.2945,0.3591,A,0.4529,1-1,0.1301,1-3,A,1,0,0,1.0241,A,0.1509,2.05
2025-11-02,G1,Larisa,Levadeiakos,0.2985,0.2681,0.4334,A,0.457,1-1,0.1303,0-2,A,1,0,1,0.8361,,,
2025-11-02,E0,Man City,Bournemouth,0.5863,0.2331,0.1806,H,0.6476,1-1,0.1044,3-1,H,1,0,1,0.534,D,-0.1121,-1.0
2025-11-02,P1,AVS,Tondela,0.3827,0.2826,0.3348,H,0.5172,1-1,0.1322,2-2,D,0,0,1,1.2638,H,-0.0093,-1.0
2025-11-02,P1,Arouca,Moreirense,0.3726,0.2925,0.335,H,0.4797,1-1,0.1348,0-2,A,0,0,1,1.0938,,,
2025-11-02,G1,Panserraikos,PAOK,0.1195,0.18,0.7005,A,0.4784,0-2,0.1396,0-5,A,1,0,0,0.356,H,-0.2,-1.0
2025-11-02,G1,AEK,Panetolikos,0.7522,0.1678,0.0801,H,0.5093,2-0,0.1385,1-0,H,1,0,0,0.2848,D,0.0769,-1.0
2025-11-02,B1,Oud-Heverlee Leuven,Gent,0.377,0.277,0.346,H,0.4913,1-1,0.1256,4-0,H,1,0,0,0.9755,,,
2025-11-02,E0,West Ham,Newcastle,0.2346,0.249,0.5164,A,0.4564,1-1,0.126,3-1,H,0,0,0,1.4499,H,0.0155,4.25
2025-11-02,B1,St Truiden,Antwerp,0.3816,0.2967,0.3217,H,0.4993,1-1,0.1313,1-0,H,1,0,1,0.9633,A,0.0588,-1.0
2025-11-02,B1,Westerlo,Genk,0.2942,0.2747,0.4311,A,0.5688,1-1,0.1169,0-1,A,1,0,0,0.8414,D,0.0,-1.0
2025-11-02,F1,Brest,Lyon,0.2875,0.2623,0.4502,A,0.4714,1-1,0.1309,0-0,D,0,0,1,1.3383,,,
2025-11-02,F1,Toulouse,Le Havre,0.5367,0.2574,0.2059,H,0.5021,1-1,0.1171,0-0,D,0,0,0,1.357,,,
2025-11-02,B1,RAAL La Louviere,Cercle Brugge,0.3898,0.2849,0.3254,H,0.4606,1-1,0.1293,2-1,H,1,0,0,0.9422,,,
2025-11-02,I1,Verona,Inter,0.1658,0.198,0.6362,A,0.5728,0-2,0.1042,1-2,A,1,0,1,0.4523,H,-0.2308,-1.0
2025-11-02,SP1,Betis,Mallorca,0.6462,0.2199,0.1339,H,0.5277,2-0,0.1086,3-0,H,1,0,1,0.4367,H,0.0064,0.57
2025-11-02,I1,Fiorentina,Lecce,0.5796,0.2523,0.1681,H,0.453,1-0,0.1313,0-1,A,0,0,1,1.783,,,
2025-11-02,SP1,Barcelona,Elche,0.8259,0.1219,0.0522,H,0.6361,3-0,0.1037,3-1,H,1,0,1,0.1913,,,
2025-11-02,SP1,Alaves,Espanol,0.3813,0.304,0.3147,H,0.447,1-1,0.136,2-1,H,1,0,0,0.9643,,,
2025-11-02,D1,Wolfsburg,Hoffenheim,0.3854,0.2882,0.3264,H,0.5474,1-1,0.122,2-3,A,0,0,1,1.1195,D,0.0345,-1.0
2025-11-02,F1,Nantes,Metz,0.5315,0.2589,0.2096,H,0.5236,1-0,0.1205,0-2,A,0,0,0,1.5624,H,-0.1075,-1.0
2025-11-02,I1,Torino,Pisa,0.5953,0.2398,0.1649,H,0.4127,1-0,0.1457,2-2,D,0,0,0,1.4281,H,0.0656,-1.0
2025-11-02,D1,FC Koln,Hamburg,0.4558,0.2888,0.2553,H,0.5193,1-1,0.1241,4-1,H,1,0,1,0.7857,D,0.0165,-1.0
2025-11-02,I1,Milan,Roma,0.3754,0.2975,0.327,H,0.3986,1-1,0.1389,1-0,H,1,0,1,0.9796,A,0.0278,-1.0
2025-11-02,N1,Utrecht,Nijmegen,0.4888,0.2597,0.2516,H,0.6559,1-1,0.1154,1-0,H,1,0,0,0.7159,H,-0.0227,1.15
2025-11-02,N1,Sparta Rotterdam,AZ Alkmaar,0.2496,0.2536,0.4967,A,0.6246,1-1,0.1134,0-1,A,1,0,0,0.6997,,,
2025-11-02,N1,Groningen,Twente,0.2681,0.2775,0.4544,A,0.5496,1-1,0.1144,1-1,D,0,1,0,1.282,A,0.0294,-1.0
2025-11-02,N1,Heracles,Zwolle,0.3512,0.2784,0.3704,A,0.6672,1-1,0.1279,8-2,H,0,0,1,1.0464,A,0.098,-1.0
2025-11-02,F1,Lens,Lorient,0.6473,0.2167,0.136,H,0.5325,2-0,0.1176,3-0,H,1,0,1,0.4349,,,
2025-11-02,F1,Rennes,Strasbourg,0.2829,0.2721,0.445,A,0.5086,1-1,0.1209,4-1,H,0,0,1,1.2627,A,0.1538,-1.0
2025-11-02,I1,Parma,Bologna,0.2123,0.245,0.5427,A,0.4212,0-1,0.1326,1-3,A,1,0,0,0.6113,A,0.0459,1.05
2025-11-02,F1,Lille,Angers,0.7835,0.1365,0.08,H,0.5829,2-0,0.1272,1-0,H,1,0,0,0.2439,,,
2025-11-03,E0,Sunderland,Everton,0.2744,0.2771,0.4486,A,0.4658,1-1,0.1302,1-1,D,0,1,1,1.2834,A,0.1157,-1.0
2025-11-03,I1,Sassuolo,Genoa,0.4052,0.288,0.3068,H,0.3884,1-1,0.1397,1-2,A,0,0,0,1.1815,,,
2025-11-03,T1,Rizespor,Karagumruk,0.5336,0.2681,0.1983,H,0.5297,1-1,0.1115,1-0,H,1,0,0,0.6281,,,
2025-11-03,P1,Gil Vicente,Santa Clara,0.4439,0.2925,0.2636,H,0.4313,1-1,0.1348,1-0,H,1,0,1,0.8122,H,0.1139,1.25
2025-11-03,T1,Alanyaspor,Gaziantep,0.4541,0.2909,0.2549,H,0.4753,1-1,0.1242,0-0,D,0,0,1,1.2346,,,
2025-11-03,G1,Asteras Tripolis,OFI Crete,0.4629,0.2849,0.2521,H,0.4649,1-1,0.132,3-0,H,1,0,0,0.7701,H,0.0976,1.25
2025-11-03,SP1,Oviedo,Osasuna,0.3531,0.303,0.3439,H,0.3613,1-1,0.139,0-0,D,0,0,1,1.194,H,-0.0712,-1.0
2025-11-03,I1,Lazio,Cagliari,0.639,0.2208,0.1402,H,0.4219,1-0,0.1491,2-0,H,1,0,1,0.4478,,,
2025-11-03,T1,Eyupspor,Antalyaspor,0.4432,0.3019,0.2549,H,0.6154,1-1,0.1275,0-1,A,0,0,0,1.3669,D,-0.0769,-1.0
2025-11-04,E1,Coventry,Sheffield United,0.5968,0.2331,0.1702,H,0.5245,1-1,0.1144,3-1,H,1,0,1,0.5162,,,
2025-11-04,E1,Oxford,Stoke,0.3664,0.2909,0.3426,H,0.4804,1-1,0.134,0-3,A,0,0,0,1.0711,H,0.082,-1.0
2025-11-04,E1,Leicester,Middlesbrough,0.3851,0.2925,0.3225,H,0.4373,1-1,0.1352,1-1,D,0,1,1,1.2295,A,-0.0588,-1.0
2025-11-04,E1,Ipswich,Watford,0.5513,0.2531,0.1956,H,0.6361,1-1,0.1109,1-1,D,0,1,0,1.3739,,,
2025-11-04,E1,Derby,Hull,0.3653,0.2848,0.35,H,0.4812,1-1,0.133,2-1,H,1,0,0,1.0072,A,-0.0294,-1.0
2025-11-04,E1,Bristol City,Blackburn,0.4703,0.2824,0.2473,H,0.4535,1-1,0.1302,0-1,A,0,0,1,1.3972,,,
2025-11-04,E1,Birmingham,Millwall,0.3358,0.2781,0.3861,A,0.4336,1-1,0.1362,4-0,H,0,0,0,1.0913,A,-0.1158,-1.0
2025-11-04,E1,Charlton,West Brom,0.4396,0.2826,0.2778,H,0.4502,1-1,0.1362,1-0,H,1,0,1,0.8218,H,-0.0196,1.5
2025-11-05,E1,Preston,Swansea,0.4762,0.2792,0.2446,H,0.4768,1-1,0.1337,2-1,H,1,0,0,0.742,H,0.0,1.2
2025-11-05,E1,QPR,Southampton,0.4088,0.2757,0.3155,H,0.4378,1-1,0.1349,1-2,A,0,0,0,1.1536,H,0.0377,-1.0
2025-11-05,E1,Sheffield Weds,Norwich,0.386,0.2882,0.3259,H,0.3716,1-1,0.1335,1-1,D,0,1,1,1.2442,H,0.1702,-1.0
2025-11-05,E1,Portsmouth,Wrexham,0.3095,0.2698,0.4206,A,0.4893,1-1,0.1352,0-0,D,0,0,1,1.3099,A,0.0642,-1.0
2025-11-07,B1,Dender,Waregem,0.3864,0.2855,0.3281,H,0.4741,1-1,0.1281,2-2,D,0,0,0,1.2537,,,
2025-11-07,SP1,Elche,Sociedad,0.3608,0.2976,0.3416,H,0.4519,1-1,0.1339,1-1,D,0,1,1,1.2121,,,
2025-11-07,I1,Pisa,Cremonese,0.4027,0.2974,0.2999,H,0.4419,1-1,0.1378,1-0,H,1,0,1,0.9095,,,
2025-11-07,E1,Watford,Bristol City,0.4185,0.2763,0.3052,H,0.5012,1-1,0.1312,1-1,D,0,1,0,1.2864,A,0.0286,-1.0
2025-11-07,D1,Werder Bremen,Wolfsburg,0.5064,0.271,0.2227,H,0.5483,1-1,0.1132,2-1,H,1,0,1,0.6805,H,-0.0227,1.15
2025-11-07,P1,Estoril,Arouca,0.519,0.2684,0.2126,H,0.4606,1-1,0.125,4-3,H,1,0,0,0.6559,H,-0.0402,0.91
2025-11-07,F1,Paris FC,Rennes,0.3752,0.2917,0.3331,H,0.4988,1-1,0.13,0-1,A,0,0,1,1.0992,A,0.0356,2.2
2025-11-07,N1,Twente,Telstar,0.6972,0.1776,0.1252,H,0.5898,2-1,0.0956,0-0,D,0,0,0,1.728,,,
2025-11-07,T1,Genclerbirligi,Buyuksehyr,0.2796,0.2699,0.4505,A,0.5247,1-1,0.1306,2-1,H,0,0,1,1.2745,A,0.0465,-1.0
2025-11-08,N1,Volendam,NAC Breda,0.4011,0.2876,0.3113,H,0.5848,1-1,0.121,2-1,H,1,0,1,0.9136,H,-0.0607,1.63
2025-11-08,N1,For Sittard,Heerenveen,0.3666,0.2956,0.3378,H,0.5459,1-1,0.1232,2-0,H,1,0,0,1.0034,H,-0.0323,2.0
2025-11-08,N1,Zwolle,Sparta Rotterdam,0.3183,0.2727,0.409,A,0.5779,1-1,0.128,1-0,H,0,0,0,1.1448,A,0.0115,-1.0
2025-11-08,D1,M'gladbach,FC Koln,0.3877,0.2912,0.3211,H,0.6052,1-1,0.1186,3-1,H,1,0,1,0.9474,,,
2025-11-08,SP1,Espanol,Villarreal,0.2385,0.245,0.5166,A,0.5504,1-1,0.1216,0-2,A,1,0,0,0.6606,A,-0.0739,1.38
2025-11-08,SP1,Ath Madrid,Levante,0.8231,0.1095,0.0674,H,0.592,2-0,0.1374,3-1,H,1,0,1,0.1946,,,
2025-11-08,SP1,Sevilla,Osasuna,0.374,0.3062,0.3198,H,0.411,1-1,0.1375,1-0,H,1,0,1,0.9835,A,-0.0028,-1.0
2025-11-08,SP1,Girona,Alaves,0.3611,0.3029,0.336,H,0.4139,1-1,0.1356,1-0,H,1,0,1,1.0187,,,
2025-11-08,D1,Union Berlin,Bayern Munich,0.0851,0.1404,0.7746,A,0.7264,0-2,0.1045,2-2,D,0,0,1,1.9633,,,
2025-11-08,N1,Excelsior,Heracles,0.4616,0.2793,0.2591,H,0.5062,1-1,0.1109,1-2,A,0,0,1,1.3506,D,0.025,-1.0
2025-11-08,SC0,Falkirk,Livingston,0.5481,0.2594,0.1925,H,0.5846,1-1,0.111,1-1,D,0,1,0,1.3494,H,-0.0765,-1.0
2025-11-08,D1,Leverkusen,Heidenheim,0.7297,0.1711,0.0992,H,0.7096,2-0,0.1121,6-0,H,1,0,1,0.3152,H,0.0,0.4
2025-11-08,D1,Hamburg,Dortmund,0.1737,0.214,0.6124,A,0.501,0-2,0.1114,1-1,D,0,0,0,1.542,A,-0.1005,-1.0
2025-11-08,B1,Antwerp,RAAL La Louviere,0.4631,0.2906,0.2463,H,0.5218,1-1,0.1271,3-1,H,1,0,1,0.7698,,,
2025-11-08,B1,Charleroi,Westerlo,0.4565,0.2914,0.2521,H,0.5284,1-1,0.1193,2-0,H,1,0,0,0.7841,,,
2025-11-08,B1,Cercle Brugge,Oud-Heverlee Leuven,0.415,0.2877,0.2973,H,0.5386,1-1,0.1185,1-2,A,0,0,1,1.213,,,
2025-11-08,E1,Blackburn,Derby,0.4682,0.2822,0.2496,H,0.4948,1-1,0.131,1-2,A,0,0,0,1.3879,,,
2025-11-08,E1,Hull,Portsmouth,0.4893,0.2626,0.2481,H,0.4649,1-1,0.1252,3-2,H,1,0,0,0.7148,H,0.1022,1.05
2025-11-08,E1,Millwall,Preston,0.4305,0.2942,0.2753,H,0.4259,1-1,0.1316,1-1,D,0,1,1,1.2234,,,
2025-11-08,E1,Middlesbrough,Birmingham,0.4674,0.2906,0.242,H,0.4652,1-1,0.1302,2-1,H,1,0,0,0.7605,H,0.1087,1.55
2025-11-08,E1,Norwich,Leicester,0.3382,0.2636,0.3982,A,0.4698,1-1,0.1333,1-2,A,1,0,0,0.9208,,,
2025-11-08,G1,Panetolikos,Larisa,0.4203,0.3019,0.2777,H,0.4098,1-1,0.1348,3-0,H,1,0,0,0.8667,,,
2025-11-08,SC0,St Mirren,Hibernian,0.2866,0.2795,0.4338,A,0.5212,1-1,0.127,0-3,A,1,0,1,0.8351,A,-0.0272,1.5
2025-11-08,D1,Hoffenheim,RB Leipzig,0.2521,0.2627,0.4852,A,0.6204,1-1,0.114,3-1,H,0,0,1,1.3778,A,0.0,-1.0
2025-11-08,E0,Everton,Fulham,0.4438,0.2799,0.2763,H,0.4495,1-1,0.1368,2-0,H,1,0,1,0.8124,,,
2025-11-08,E0,West Ham,Burnley,0.4149,0.2751,0.3099,H,0.4625,1-1,0.131,3-2,H,1,0,0,0.8796,A,-0.0991,-1.0
2025-11-08,I1,Lecce,Verona,0.3598,0.2894,0.3509,H,0.5034,1-1,0.135,0-0,D,0,0,0,1.2401,,,
2025-11-08,P1,Alverca,Rio Ave,0.431,0.3016,0.2673,H,0.4784,1-1,0.129,1-1,D,0,1,1,1.1985,,,
2025-11-08,I1,Como,Cagliari,0.6133,0.2461,0.1406,H,0.4113,1-0,0.1384,0-0,D,0,0,1,1.4021,D,0.0976,3.5
2025-11-08,E1,Wrexham,Charlton,0.4626,0.2825,0.2549,H,0.4387,1-1,0.1287,1-0,H,1,0,1,0.771,,,
2025-11-08,E1,West Brom,Oxford,0.4518,0.2903,0.2579,H,0.4033,1-1,0.1354,2-1,H,1,0,0,0.7946,A,-0.0476,-1.0
2025-11-08,E1,Swansea,Ipswich,0.2971,0.2906,0.4124,A,0.5598,1-1,0.1297,1-4,A,1,0,1,0.8858,,,
2025-11-08,E1,Stoke,Coventry,0.3273,0.2884,0.3843,A,0.4813,1-1,0.1316,0-1,A,1,0,1,0.9564,D,0.0,-1.0
2025-11-08,E1,Southampton,Sheffield Weds,0.5265,0.2624,0.2111,H,0.3145,1-0,0.1345,3-1,H,1,0,0,0.6415,A,0.0833,-1.0
2025-11-08,E0,Chelsea,Wolves,0.7666,0.1512,0.0822,H,0.589,2-0,0.1175,3-0,H,1,0,1,0.2657,H,0.0,0.36
2025-11-08,P1,Tondela,Guimaraes,0.257,0.2522,0.4907,A,0.466,1-1,0.1197,0-1,A,1,0,1,0.7118,A,-0.0078,1.55
2025-11-08,E0,Tottenham,Man United,0.3597,0.2831,0.3571,H,0.5431,1-1,0.1233,2-2,D,0,0,1,1.2618,,,
2025-11-08,E1,Sheffield United,QPR,0.4117,0.2812,0.3071,H,0.4395,1-1,0.135,0-0,D,0,0,1,1.2688,A,0.0606,-1.0
2025-11-08,F1,Monaco,Lens,0.4598,0.2847,0.2555,H,0.478,1-1,0.1294,1-4,A,0,0,0,1.3647,D,0.0156,-1.0
2025-11-08,F1,Le Havre,Nantes,0.4934,0.2805,0.2261,H,0.435,1-1,0.1316,1-1,D,0,1,1,1.2711,,,
2025-11-08,F1,Marseille,Brest,0.6662,0.2051,0.1287,H,0.6233,2-0,0.1026,3-0,H,1,0,1,0.4062,,,
2025-11-08,E0,Sunderland,Arsenal,0.1156,0.1916,0.6929,A,0.5382,0-2,0.1294,2-2,D,0,0,1,1.6526,,,
2025-11-08,P1,Santa Clara,Sp Lisbon,0.1102,0.1693,0.7206,A,0.5997,0-2,0.123,1-2,A,1,0,1,0.3277,A,-0.0142,0.39
2025-11-08,I1,Juventus,Torino,0.6614,0.2083,0.1303,H,0.5798,2-0,0.117,0-0,D,0,0,0,1.569,,,
2025-11-08,T1,Gaziantep,Rizespor,0.4503,0.2938,0.2559,H,0.4991,1-1,0.1251,2-2,D,0,0,0,1.2247,,,
2025-11-08,T1,Trabzonspor,Alanyaspor,0.62,0.2271,0.1529,H,0.5159,1-0,0.1207,1-1,D,0,0,0,1.4826,H,-0.0062,-1.0
2025-11-08,I1,Parma,Milan,0.1456,0.2227,0.6317,A,0.4671,0-1,0.1363,2-2,D,0,0,0,1.5021,A,0.0261,-1.0
2025-11-08,T1,Antalyaspor,Besiktas,0.2323,0.2652,0.5024,A,0.6097,1-1,0.1212,1-3,A,1,0,1,0.6883,H,0.1547,-1.0
2025-11-08,T1,Kasimpasa,Goztep,0.3838,0.3029,0.3132,H,0.4674,1-1,0.1328,0-2,A,0,0,1,1.1608,H,0.0278,-1.0
2025-11-09,P1,Sp Braga,Moreirense,0.689,0.188,0.123,H,0.6534,2-0,0.1218,2-1,H,1,0,1,0.3725,,,
2025-11-09,P1,Benfica,Casa Pia,0.8461,0.1029,0.051,H,0.6734,2-0,0.1369,2-2,D,0,0,1,2.2742,,,
2025-11-09,P1,Famalicao,Porto,0.1337,0.212,0.6543,A,0.5734,0-1,0.1355,0-1,A,1,1,0,0.4242,A,-0.0189,0.56
2025-11-09,P1,AVS,Gil Vicente,0.257,0.2586,0.4844,A,0.3316,1-1,0.1334,1-1,D,0,1,1,1.3523,H,-0.2388,-1.0
2025-11-09,G1,Aris,Asteras Tripolis,0.6385,0.2222,0.1393,H,0.5575,2-0,0.1076,0-0,D,0,0,0,1.5041,H,0.0247,-1.0
2025-11-09,G1,Kifisia,Olympiakos,0.153,0.1976,0.6494,A,0.6222,0-2,0.1161,1-3,A,1,0,1,0.4317,H,0.5714,-1.0
2025-11-09,G1,Levadeiakos,Panserraikos,0.6732,0.1839,0.1429,H,0.5614,2-0,0.1335,5-2,H,1,0,1,0.3958,A,-0.1,-1.0
2025-11-09,G1,OFI Crete,AEK,0.1774,0.2456,0.577,A,0.4821,0-1,0.1302,0-1,A,1,1,1,0.5499,H,-0.125,-1.0
2025-11-09,G1,Atromitos,Volos NFC,0.3739,0.3002,0.3258,H,0.4507,1-1,0.1354,0-1,A,0,0,1,1.1214,,,
2025-11-09,SC0,Celtic,Kilmarnock,0.8164,0.1273,0.0563,H,0.6615,2-0,0.1283,4-0,H,1,0,1,0.2029,,,
2025-11-09,SC0,Hearts,Dundee United,0.7144,0.1677,0.1179,H,0.6368,2-0,0.1096,1-1,D,0,0,0,1.7856,H,0.0538,-1.0
2025-11-09,SC0,Dundee,Rangers,0.1381,0.2079,0.654,A,0.5051,0-1,0.1207,0-3,A,1,0,1,0.4247,,,
2025-11-09,SC0,Aberdeen,Motherwell,0.4405,0.2943,0.2653,H,0.4517,1-1,0.134,1-1,D,0,1,1,1.2232,D,0.0133,2.8
2025-11-09,E0,Man City,Liverpool,0.4998,0.2562,0.2441,H,0.4694,1-1,0.1193,3-0,H,1,0,0,0.6936,,,
2025-11-09,E0,Nott'm Forest,Leeds,0.3942,0.2839,0.3218,H,0.4445,1-1,0.131,3-1,H,1,0,0,0.9308,A,-0.0884,-1.0
2025-11-09,N1,AZ Alkmaar,PSV Eindhoven,0.3132,0.2469,0.4399,A,0.7265,1-1,0.1113,1-5,A,1,0,1,0.8212,,,
2025-11-09,N1,Nijmegen,Groningen,0.4885,0.2679,0.2436,H,0.6596,1-1,0.1095,2-0,H,1,0,0,0.7164,,,
2025-11-09,N1,Go Ahead Eagles,Feyenoord,0.1154,0.1804,0.7042,A,0.6883,0-2,0.103,2-1,H,0,0,1,2.1597,A,0.0775,-1.0
2025-11-09,N1,Utrecht,Ajax,0.323,0.264,0.4131,A,0.6563,1-1,0.1163,2-1,H,0,0,1,1.1302,,,
2025-11-09,T1,Samsunspor,Eyupspor,0.5744,0.2595,0.1661,H,0.5171,1-1,0.119,1-0,H,1,0,0,0.5544,H,0.0556,0.71
2025-11-09,T1,Fenerbahce,Kayserispor,0.8421,0.1001,0.0578,H,0.7944,2-0,0.1185,4-2,H,1,0,1,0.1719,,,
2025-11-09,F1,Lorient,Toulouse,0.321,0.2775,0.4015,A,0.492,1-1,0.1334,1-1,D,0,1,1,1.2818,,,
2025-11-09,F1,Angers,Auxerre,0.3885,0.2925,0.319,H,0.4284,1-1,0.137,2-0,H,1,0,1,0.9454,,,
2025-11-09,T1,Kocaelispor,Galatasaray,0.1296,0.1822,0.6882,A,0.6589,1-2,0.0982,1-0,H,0,0,0,2.0432,A,0.0,-1.0
2025-11-09,F1,Metz,Nice,0.2129,0.2348,0.5523,A,0.5438,1-1,0.1029,2-1,H,0,0,1,1.5468,A,-0.0987,-1.0
2025-11-09,F1,Strasbourg,Lille,0.3512,0.2768,0.372,A,0.6166,1-1,0.1193,2-0,H,0,0,0,1.0463,,,
2025-11-09,F1,Lyon,Paris SG,0.2581,0.2322,0.5096,A,0.5743,1-1,0.1185,2-3,A,1,0,1,0.6741,H,-0.2929,-1.0
2025-11-09,T1,Karagumruk,Konyaspor,0.2965,0.2903,0.4132,A,0.5228,1-1,0.1278,2-0,H,0,0,0,1.2158,,,
2025-11-09,E0,Aston Villa,Bournemouth,0.4729,0.2797,0.2475,H,0.4292,1-1,0.1274,4-0,H,1,0,0,0.7489,H,-0.0717,1.2
2025-11-09,E0,Brentford,Newcastle,0.4092,0.2839,0.3069,H,0.4723,1-1,0.1362,3-1,H,1,0,0,0.8935,H,-0.0444,1.8
2025-11-09,D1,Freiburg,St Pauli,0.5811,0.2561,0.1628,H,0.4656,1-0,0.1164,2-1,H,1,0,0,0.5428,H,0.0281,0.83
2025-11-09,D1,Stuttgart,Augsburg,0.6983,0.1789,0.1228,H,0.6387,2-0,0.1101,3-2,H,1,0,1,0.3592,H,0.0131,0.55
2025-11-09,E0,Crystal Palace,Brighton,0.4464,0.278,0.2755,H,0.5138,1-1,0.1264,0-0,D,0,0,0,1.28,,,
2025-11-09,D1,Ein Frankfurt,Mainz,0.6207,0.2195,0.1598,H,0.5766,2-1,0.099,1-0,H,1,0,0,0.4769,H,-0.0266,0.83
2025-11-09,P1,Estrela,Nacional,0.4428,0.2833,0.2739,H,0.497,1-1,0.1336,1-1,D,0,1,1,1.2613,H,0.1489,-1.0
2025-11-09,SP1,Vallecano,Real Madrid,0.1225,0.183,0.6944,A,0.6406,0-2,0.1001,0-0,D,0,0,0,1.6982,A,-0.0132,-1.0
2025-11-09,SP1,Mallorca,Getafe,0.4527,0.2968,0.2505,H,0.4522,1-1,0.1312,1-0,H,1,0,1,0.7925,H,-0.053,1.5
2025-11-09,I1,Inter,Lazio,0.6835,0.181,0.1355,H,0.6267,2-0,0.1122,2-0,H,1,1,0,0.3805,,,
2025-11-09,SP1,Ath Bilbao,Oviedo,0.6435,0.224,0.1324,H,0.4856,1-0,0.1286,1-0,H,1,1,1,0.4408,,,
2025-11-09,I1,Roma,Udinese,0.7384,0.1671,0.0945,H,0.5201,2-0,0.1447,2-0,H,1,1,0,0.3033,H,0.0065,0.55
2025-11-09,I1,Genoa,Fiorentina,0.4047,0.2808,0.3145,H,0.4002,1-1,0.1401,2-2,D,0,0,0,1.2701,H,-0.0984,-1.0
2025-11-09,I1,Bologna,Napoli,0.305,0.2739,0.4211,A,0.4526,1-1,0.1324,2-0,H,0,0,1,1.1875,A,-0.0659,-1.0
2025-11-09,I1,Atalanta,Sassuolo,0.6932,0.2077,0.0992,H,0.4403,1-0,0.1381,0-3,A,0,0,0,2.3107,H,-0.04,-1.0
2025-11-09,B1,Mechelen,St. Gilloise,0.1225,0.1963,0.6812,A,0.6621,0-2,0.1051,1-1,D,0,0,0,1.6281,A,0.0946,-1.0
2025-11-09,B1,Gent,Genk,0.2987,0.2791,0.4221,A,0.6162,1-1,0.1141,1-1,D,0,1,0,1.2761,,,
2025-11-09,SP1,Valencia,Betis,0.2238,0.2727,0.5035,A,0.4949,1-1,0.1247,1-1,D,0,1,1,1.2995,A,0.0092,-1.0
2025-11-09,B1,Anderlecht,Club Brugge,0.301,0.29,0.409,A,0.4537,1-1,0.129,1-0,H,0,0,1,1.2007,,,
2025-11-09,B1,St Truiden,Standard,0.543,0.2559,0.2011,H,0.525,1-1,0.1199,1-0,H,1,0,0,0.6106,H,0.0,1.0
2025-11-09,SP1,Celta,Barcelona,0.1538,0.2022,0.644,A,0.57,1-2,0.0986,2-4,A,1,0,1,0.4401,A,-0.0678,0.65
2025-11-09,G1,Panathinaikos,PAOK,0.2824,0.2823,0.4353,A,0.3342,1-1,0.1369,2-1,H,0,0,0,1.2644,A,0.4048,-1.0
2025-11-21,F1,Nice,Marseille,0.2537,0.2645,0.4818,A,0.512,1-1,0.1134,1-5,A,1,0,1,0.7302,,,
2025-11-21,D1,Mainz,Hoffenheim,0.3476,0.284,0.3684,A,0.4487,1-1,0.1295,1-1,D,0,1,1,1.2587,,,
2025-11-21,B1,Standard,Waregem,0.4174,0.2849,0.2976,H,0.4889,1-1,0.1243,0-0,D,0,0,1,1.2555,,,
2025-11-21,E1,Preston,Blackburn,0.4533,0.281,0.2656,H,0.4434,1-1,0.129,1-2,A,0,0,0,1.3256,H,-0.0392,-1.0
2025-11-21,SP1,Valencia,Levante,0.4619,0.2997,0.2384,H,0.5077,1-1,0.1242,1-0,H,1,0,0,0.7723,,,
2025-11-22,F1,Lens,Strasbourg,0.5072,0.262,0.2308,H,0.5536,1-1,0.1162,1-0,H,1,0,0,0.6789,H,-0.0639,1.05
2025-11-22,B1,St. Gilloise,Cercle Brugge,0.7892,0.1389,0.0719,H,0.7853,2-0,0.0841,2-0,H,1,1,0,0.2368,H,-0.0417,0.38
2025-11-22,B1,Westerlo,Gent,0.4163,0.2715,0.3122,H,0.5279,1-1,0.1269,0-0,D,0,0,0,1.3039,,,
